respondent_id,h1n1_vaccine,seasonal_vaccine
27975,0.17,0.17
27976,0.07,0.20
27977,0.06,0.20
27978,0.10,0.29
27979,0.54,0.82
27980,0.07,0.07
27981,0.13,0.31
27982,0.19,0.69
27983,0.77,0.92
27984,0.17,0.36
27985,0.27,0.80
27986,0.66,0.54
27987,0.23,0.57
27988,0.07,0.82
27989,0.14,0.74
27990,0.26,0.48
27991,0.15,0.45
27992,0.03,0.04
27993,0.40,0.39
27994,0.53,0.85
27995,0.16,0.75
27996,0.05,0.09
27997,0.14,0.19
27998,0.27,0.73
27999,0.40,0.82
28000,0.33,0.32
28001,0.05,0.05
28002,0.03,0.05
28003,0.14,0.42
28004,0.21,0.39
28005,0.30,0.40
28006,0.28,0.23
28007,0.30,0.70
28008,0.05,0.67
28009,0.09,0.38
28010,0.03,0.11
28011,0.13,0.69
28012,0.61,0.79
28013,0.52,0.64
28014,0.48,0.31
28015,0.32,0.61
28016,0.57,0.80
28017,0.10,0.25
28018,0.17,0.74
28019,0.07,0.16
28020,0.05,0.11
28021,0.37,0.46
28022,0.38,0.48
28023,0.37,0.53
28024,0.09,0.33
28025,0.49,0.66
28026,0.10,0.25
28027,0.34,0.64
28028,0.28,0.90
28029,0.23,0.51
28030,0.74,0.89
28031,0.06,0.18
28032,0.11,0.53
28033,0.28,0.17
28034,0.56,0.56
28035,0.14,0.21
28036,0.28,0.30
28037,0.13,0.56
28038,0.05,0.10
28039,0.29,0.45
28040,0.29,0.90
28041,0.35,0.79
28042,0.11,0.17
28043,0.61,0.81
28044,0.17,0.29
28045,0.52,0.75
28046,0.10,0.49
28047,0.27,0.83
28048,0.06,0.07
28049,0.16,0.85
28050,0.08,0.27
28051,0.18,0.75
28052,0.58,0.87
28053,0.08,0.24
28054,0.29,0.27
28055,0.14,0.25
28056,0.59,0.92
28057,0.13,0.75
28058,0.09,0.30
28059,0.09,0.28
28060,0.08,0.31
28061,0.13,0.19
28062,0.24,0.48
28063,0.23,0.22
28064,0.32,0.64
28065,0.11,0.27
28066,0.13,0.56
28067,0.21,0.82
28068,0.19,0.14
28069,0.09,0.42
28070,0.13,0.55
28071,0.27,0.55
28072,0.16,0.39
28073,0.07,0.10
28074,0.46,0.39
28075,0.15,0.19
28076,0.24,0.55
28077,0.21,0.27
28078,0.20,0.66
28079,0.43,0.81
28080,0.43,0.22
28081,0.23,0.73
28082,0.20,0.53
28083,0.04,0.05
28084,0.06,0.07
28085,0.38,0.38
28086,0.24,0.71
28087,0.31,0.86
28088,0.29,0.69
28089,0.13,0.23
28090,0.06,0.54
28091,0.05,0.20
28092,0.03,0.08
28093,0.19,0.52
28094,0.10,0.43
28095,0.75,0.79
28096,0.38,0.68
28097,0.05,0.08
28098,0.52,0.74
28099,0.09,0.15
28100,0.06,0.15
28101,0.35,0.77
28102,0.14,0.27
28103,0.22,0.84
28104,0.23,0.86
28105,0.05,0.04
28106,0.10,0.44
28107,0.07,0.17
28108,0.49,0.60
28109,0.06,0.24
28110,0.51,0.82
28111,0.14,0.35
28112,0.52,0.61
28113,0.23,0.64
28114,0.05,0.08
28115,0.09,0.50
28116,0.07,0.38
28117,0.08,0.21
28118,0.27,0.23
28119,0.50,0.67
28120,0.73,0.72
28121,0.83,0.85
28122,0.08,0.13
28123,0.22,0.40
28124,0.26,0.54
28125,0.50,0.65
28126,0.47,0.49
28127,0.47,0.35
28128,0.08,0.04
28129,0.87,0.88
28130,0.11,0.20
28131,0.24,0.24
28132,0.68,0.94
28133,0.47,0.93
28134,0.21,0.30
28135,0.17,0.78
28136,0.22,0.72
28137,0.09,0.05
28138,0.16,0.73
28139,0.54,0.90
28140,0.77,0.86
28141,0.05,0.06
28142,0.05,0.07
28143,0.28,0.30
28144,0.15,0.74
28145,0.28,0.26
28146,0.03,0.11
28147,0.19,0.42
28148,0.59,0.60
28149,0.04,0.17
28150,0.31,0.72
28151,0.13,0.47
28152,0.41,0.40
28153,0.18,0.10
28154,0.12,0.07
28155,0.07,0.70
28156,0.08,0.57
28157,0.13,0.19
28158,0.57,0.83
28159,0.59,0.89
28160,0.21,0.27
28161,0.36,0.61
28162,0.58,0.81
28163,0.17,0.29
28164,0.52,0.57
28165,0.09,0.27
28166,0.78,0.95
28167,0.19,0.36
28168,0.63,0.79
28169,0.08,0.28
28170,0.15,0.46
28171,0.27,0.48
28172,0.13,0.57
28173,0.07,0.14
28174,0.08,0.16
28175,0.45,0.77
28176,0.08,0.10
28177,0.23,0.25
28178,0.30,0.91
28179,0.22,0.38
28180,0.20,0.19
28181,0.13,0.41
28182,0.10,0.46
28183,0.07,0.13
28184,0.09,0.34
28185,0.18,0.31
28186,0.34,0.33
28187,0.24,0.37
28188,0.12,0.26
28189,0.08,0.09
28190,0.11,0.27
28191,0.02,0.02
28192,0.06,0.31
28193,0.16,0.87
28194,0.09,0.33
28195,0.40,0.78
28196,0.56,0.81
28197,0.18,0.67
28198,0.71,0.86
28199,0.29,0.46
28200,0.18,0.27
28201,0.12,0.29
28202,0.11,0.46
28203,0.86,0.82
28204,0.14,0.08
28205,0.40,0.36
28206,0.30,0.31
28207,0.45,0.71
28208,0.16,0.20
28209,0.58,0.62
28210,0.06,0.15
28211,0.46,0.55
28212,0.75,0.76
28213,0.60,0.76
28214,0.04,0.43
28215,0.72,0.59
28216,0.22,0.30
28217,0.15,0.09
28218,0.56,0.65
28219,0.17,0.15
28220,0.13,0.58
28221,0.14,0.21
28222,0.32,0.76
28223,0.32,0.85
28224,0.30,0.25
28225,0.35,0.54
28226,0.05,0.08
28227,0.21,0.95
28228,0.29,0.78
28229,0.89,0.77
28230,0.03,0.04
28231,0.84,0.87
28232,0.39,0.48
28233,0.19,0.33
28234,0.48,0.78
28235,0.12,0.38
28236,0.19,0.20
28237,0.50,0.72
28238,0.22,0.74
28239,0.11,0.24
28240,0.38,0.31
28241,0.08,0.07
28242,0.40,0.69
28243,0.13,0.33
28244,0.15,0.69
28245,0.17,0.48
28246,0.12,0.04
28247,0.58,0.24
28248,0.67,0.57
28249,0.09,0.42
28250,0.39,0.67
28251,0.30,0.73
28252,0.11,0.16
28253,0.39,0.72
28254,0.23,0.17
28255,0.25,0.40
28256,0.61,0.67
28257,0.09,0.42
28258,0.14,0.18
28259,0.14,0.89
28260,0.24,0.32
28261,0.38,0.75
28262,0.11,0.20
28263,0.11,0.15
28264,0.69,0.72
28265,0.20,0.71
28266,0.05,0.06
28267,0.25,0.45
28268,0.07,0.15
28269,0.58,0.54
28270,0.26,0.80
28271,0.55,0.32
28272,0.17,0.58
28273,0.16,0.43
28274,0.71,0.82
28275,0.21,0.67
28276,0.32,0.52
28277,0.02,0.09
28278,0.32,0.85
28279,0.59,0.76
28280,0.02,0.15
28281,0.04,0.05
28282,0.14,0.11
28283,0.21,0.30
28284,0.78,0.46
28285,0.31,0.45
28286,0.07,0.36
28287,0.12,0.24
28288,0.40,0.33
28289,0.02,0.07
28290,0.06,0.10
28291,0.77,0.86
28292,0.11,0.37
28293,0.10,0.15
28294,0.59,0.83
28295,0.12,0.40
28296,0.33,0.38
28297,0.05,0.12
28298,0.15,0.75
28299,0.45,0.21
28300,0.07,0.27
28301,0.09,0.12
28302,0.10,0.38
28303,0.99,0.96
28304,0.22,0.35
28305,0.16,0.18
28306,0.20,0.06
28307,0.28,0.86
28308,0.52,0.92
28309,0.07,0.12
28310,0.32,0.45
28311,0.21,0.88
28312,0.06,0.62
28313,0.09,0.21
28314,0.14,0.33
28315,0.92,0.89
28316,0.14,0.32
28317,0.03,0.08
28318,0.06,0.18
28319,0.08,0.19
28320,0.74,0.75
28321,0.21,0.90
28322,0.51,0.53
28323,0.28,0.79
28324,0.07,0.93
28325,0.16,0.67
28326,0.79,0.57
28327,0.80,0.75
28328,0.56,0.45
28329,0.19,0.67
28330,0.24,0.42
28331,0.09,0.09
28332,0.01,0.06
28333,0.20,0.37
28334,0.27,0.22
28335,0.12,0.20
28336,0.40,0.54
28337,0.09,0.16
28338,0.15,0.19
28339,0.96,0.85
28340,0.33,0.48
28341,0.43,0.85
28342,0.19,0.20
28343,0.63,0.79
28344,0.15,0.51
28345,0.19,0.48
28346,0.21,0.61
28347,0.36,0.56
28348,0.08,0.52
28349,0.14,0.14
28350,0.89,0.91
28351,0.16,0.64
28352,0.33,0.73
28353,0.43,0.66
28354,0.05,0.12
28355,0.31,0.45
28356,0.13,0.66
28357,0.02,0.05
28358,0.38,0.59
28359,0.17,0.85
28360,0.63,0.70
28361,0.32,0.35
28362,0.31,0.83
28363,0.72,0.65
28364,0.81,0.82
28365,0.06,0.09
28366,0.25,0.21
28367,0.13,0.41
28368,0.50,0.82
28369,0.06,0.02
28370,0.25,0.57
28371,0.21,0.22
28372,0.06,0.15
28373,0.38,0.26
28374,0.21,0.16
28375,0.17,0.34
28376,0.14,0.43
28377,0.11,0.55
28378,0.05,0.11
28379,0.17,0.32
28380,0.19,0.26
28381,0.92,0.95
28382,0.10,0.25
28383,0.05,0.08
28384,0.19,0.29
28385,0.94,0.96
28386,0.32,0.42
28387,0.36,0.83
28388,0.58,0.68
28389,0.11,0.11
28390,0.70,0.90
28391,0.19,0.15
28392,0.32,0.67
28393,0.18,0.85
28394,0.09,0.39
28395,0.07,0.75
28396,0.11,0.26
28397,0.26,0.31
28398,0.12,0.20
28399,0.95,0.94
28400,0.08,0.74
28401,0.08,0.13
28402,0.37,0.47
28403,0.38,0.55
28404,0.08,0.63
28405,0.10,0.22
28406,0.08,0.15
28407,0.68,0.55
28408,0.13,0.93
28409,0.07,0.10
28410,0.78,0.69
28411,0.41,0.31
28412,0.70,0.70
28413,0.16,0.21
28414,0.85,0.87
28415,0.04,0.09
28416,0.13,0.24
28417,0.03,0.07
28418,0.62,0.61
28419,0.74,0.85
28420,0.49,0.77
28421,0.11,0.45
28422,0.19,0.20
28423,0.06,0.13
28424,0.41,0.36
28425,0.06,0.14
28426,0.09,0.33
28427,0.37,0.36
28428,0.11,0.69
28429,0.37,0.10
28430,0.51,0.73
28431,0.84,0.87
28432,0.07,0.21
28433,0.31,0.45
28434,0.12,0.63
28435,0.29,0.66
28436,0.15,0.13
28437,0.14,0.32
28438,0.04,0.09
28439,0.07,0.18
28440,0.18,0.89
28441,0.70,0.87
28442,0.12,0.87
28443,0.67,0.87
28444,0.29,0.47
28445,0.16,0.22
28446,0.11,0.41
28447,0.18,0.60
28448,0.71,0.52
28449,0.11,0.44
28450,0.09,0.45
28451,0.05,0.18
28452,0.05,0.07
28453,0.07,0.51
28454,0.19,0.29
28455,0.75,0.90
28456,0.31,0.40
28457,0.34,0.60
28458,0.07,0.48
28459,0.03,0.05
28460,0.03,0.15
28461,0.27,0.31
28462,0.14,0.35
28463,0.38,0.23
28464,0.20,0.60
28465,0.79,0.65
28466,0.16,0.14
28467,0.40,0.59
28468,0.24,0.33
28469,0.15,0.17
28470,0.18,0.11
28471,0.06,0.77
28472,0.24,0.42
28473,0.05,0.21
28474,0.09,0.29
28475,0.44,0.59
28476,0.08,0.14
28477,0.06,0.06
28478,0.40,0.57
28479,0.49,0.50
28480,0.08,0.41
28481,0.07,0.56
28482,0.79,0.77
28483,0.06,0.41
28484,0.12,0.57
28485,0.03,0.06
28486,0.06,0.07
28487,0.04,0.14
28488,0.48,0.80
28489,0.30,0.42
28490,0.32,0.58
28491,0.27,0.67
28492,0.19,0.58
28493,0.14,0.14
28494,0.47,0.55
28495,0.05,0.15
28496,0.25,0.91
28497,0.18,0.22
28498,0.15,0.55
28499,0.12,0.65
28500,0.13,0.26
28501,0.25,0.54
28502,0.17,0.29
28503,0.26,0.33
28504,0.51,0.24
28505,0.05,0.03
28506,0.60,0.79
28507,0.04,0.10
28508,0.70,0.79
28509,0.09,0.41
28510,0.35,0.50
28511,0.20,0.90
28512,0.07,0.14
28513,0.20,0.36
28514,0.15,0.41
28515,0.18,0.32
28516,0.19,0.35
28517,0.06,0.16
28518,0.44,0.82
28519,0.52,0.31
28520,0.42,0.30
28521,0.21,0.62
28522,0.73,0.78
28523,0.21,0.43
28524,0.48,0.36
28525,0.10,0.16
28526,0.37,0.21
28527,0.07,0.39
28528,0.65,0.60
28529,0.08,0.17
28530,0.38,0.81
28531,0.13,0.05
28532,0.10,0.13
28533,0.11,0.14
28534,0.08,0.07
28535,0.16,0.18
28536,0.34,0.67
28537,0.34,0.67
28538,0.73,0.77
28539,0.08,0.36
28540,0.28,0.97
28541,0.40,0.72
28542,0.06,0.07
28543,0.27,0.31
28544,0.38,0.57
28545,0.15,0.70
28546,0.17,0.20
28547,0.16,0.55
28548,0.05,0.22
28549,0.03,0.16
28550,0.05,0.37
28551,0.28,0.79
28552,0.47,0.42
28553,0.12,0.20
28554,0.19,0.49
28555,0.25,0.45
28556,0.08,0.15
28557,0.36,0.79
28558,0.09,0.40
28559,0.05,0.09
28560,0.23,0.50
28561,0.60,0.85
28562,0.36,0.20
28563,0.11,0.29
28564,0.07,0.09
28565,0.23,0.45
28566,0.29,0.62
28567,0.07,0.14
28568,0.32,0.46
28569,0.37,0.55
28570,0.13,0.27
28571,0.24,0.42
28572,0.20,0.21
28573,0.71,0.95
28574,0.41,0.46
28575,0.68,0.79
28576,0.16,0.19
28577,0.20,0.85
28578,0.08,0.10
28579,0.19,0.67
28580,0.36,0.51
28581,0.05,0.55
28582,0.39,0.48
28583,0.15,0.77
28584,0.18,0.72
28585,0.22,0.38
28586,0.10,0.40
28587,0.56,0.80
28588,0.13,0.43
28589,0.91,0.89
28590,0.07,0.23
28591,0.80,0.95
28592,0.79,0.93
28593,0.25,0.79
28594,0.21,0.17
28595,0.15,0.80
28596,0.07,0.19
28597,0.54,0.76
28598,0.07,0.20
28599,0.15,0.23
28600,0.13,0.37
28601,0.40,0.69
28602,0.68,0.67
28603,0.24,0.26
28604,0.29,0.34
28605,0.07,0.11
28606,0.17,0.26
28607,0.07,0.08
28608,0.18,0.34
28609,0.46,0.64
28610,0.28,0.27
28611,0.13,0.22
28612,0.34,0.73
28613,0.19,0.24
28614,0.15,0.15
28615,0.22,0.17
28616,0.29,0.38
28617,0.04,0.13
28618,0.16,0.09
28619,0.56,0.47
28620,0.46,0.61
28621,0.07,0.86
28622,0.56,0.72
28623,0.29,0.43
28624,0.07,0.42
28625,0.26,0.20
28626,0.17,0.68
28627,0.75,0.82
28628,0.24,0.42
28629,0.03,0.05
28630,0.94,0.80
28631,0.22,0.33
28632,0.15,0.27
28633,0.30,0.42
28634,0.80,0.48
28635,0.49,0.83
28636,0.13,0.49
28637,0.78,0.84
28638,0.17,0.24
28639,0.40,0.81
28640,0.11,0.44
28641,0.05,0.46
28642,0.26,0.39
28643,0.04,0.31
28644,0.18,0.25
28645,0.11,0.36
28646,0.30,0.30
28647,0.04,0.26
28648,0.15,0.34
28649,0.58,0.43
28650,0.20,0.26
28651,0.85,0.81
28652,0.05,0.09
28653,0.09,0.63
28654,0.16,0.83
28655,0.28,0.67
28656,0.59,0.82
28657,0.12,0.15
28658,0.68,0.87
28659,0.07,0.07
28660,0.62,0.24
28661,0.54,0.55
28662,0.08,0.15
28663,0.17,0.28
28664,0.28,0.70
28665,0.24,0.31
28666,0.08,0.12
28667,0.30,0.53
28668,0.13,0.31
28669,0.55,0.82
28670,0.31,0.09
28671,0.22,0.17
28672,0.26,0.60
28673,0.18,0.71
28674,0.22,0.26
28675,0.73,0.92
28676,0.09,0.46
28677,0.20,0.92
28678,0.15,0.23
28679,0.33,0.47
28680,0.14,0.48
28681,0.26,0.68
28682,0.83,0.91
28683,0.25,0.29
28684,0.14,0.12
28685,0.03,0.25
28686,0.21,0.78
28687,0.02,0.05
28688,0.25,0.67
28689,0.74,0.83
28690,0.17,0.46
28691,0.46,0.57
28692,0.24,0.80
28693,0.12,0.88
28694,0.43,0.70
28695,0.39,0.62
28696,0.34,0.33
28697,0.19,0.46
28698,0.70,0.74
28699,0.03,0.10
28700,0.16,0.85
28701,0.35,0.36
28702,0.16,0.29
28703,0.32,0.53
28704,0.35,0.74
28705,0.37,0.81
28706,0.22,0.28
28707,0.15,0.28
28708,0.15,0.23
28709,0.07,0.06
28710,0.66,0.86
28711,0.50,0.83
28712,0.20,0.27
28713,0.22,0.25
28714,0.40,0.45
28715,0.48,0.85
28716,0.08,0.11
28717,0.22,0.69
28718,0.14,0.40
28719,0.09,0.11
28720,0.07,0.18
28721,0.11,0.25
28722,0.32,0.51
28723,0.07,0.74
28724,0.10,0.61
28725,0.44,0.76
28726,0.20,0.32
28727,0.33,0.32
28728,0.22,0.26
28729,0.59,0.89
28730,0.41,0.54
28731,0.08,0.38
28732,0.15,0.14
28733,0.18,0.55
28734,0.16,0.30
28735,0.21,0.40
28736,0.17,0.21
28737,0.78,0.77
28738,0.22,0.87
28739,0.32,0.62
28740,0.52,0.77
28741,0.09,0.34
28742,0.09,0.09
28743,0.14,0.22
28744,0.09,0.72
28745,0.15,0.85
28746,0.26,0.25
28747,0.15,0.82
28748,0.78,0.91
28749,0.13,0.42
28750,0.21,0.44
28751,0.16,0.62
28752,0.22,0.29
28753,0.25,0.12
28754,0.59,0.63
28755,0.29,0.70
28756,0.23,0.18
28757,0.15,0.45
28758,0.05,0.14
28759,0.23,0.51
28760,0.08,0.22
28761,0.22,0.63
28762,0.53,0.79
28763,0.27,0.39
28764,0.61,0.74
28765,0.22,0.68
28766,0.42,0.69
28767,0.15,0.58
28768,0.18,0.11
28769,0.54,0.51
28770,0.29,0.68
28771,0.41,0.78
28772,0.24,0.56
28773,0.14,0.28
28774,0.83,0.95
28775,0.08,0.49
28776,0.33,0.42
28777,0.13,0.36
28778,0.18,0.34
28779,0.84,0.97
28780,0.04,0.06
28781,0.27,0.77
28782,0.20,0.85
28783,0.29,0.55
28784,0.07,0.28
28785,0.22,0.43
28786,0.07,0.11
28787,0.18,0.23
28788,0.04,0.15
28789,0.57,0.62
28790,0.52,0.78
28791,0.91,0.95
28792,0.79,0.75
28793,0.85,0.95
28794,0.02,0.05
28795,0.15,0.16
28796,0.06,0.11
28797,0.63,0.84
28798,0.13,0.76
28799,0.48,0.47
28800,0.18,0.12
28801,0.13,0.20
28802,0.21,0.30
28803,0.53,0.82
28804,0.17,0.90
28805,0.02,0.05
28806,0.47,0.74
28807,0.59,0.32
28808,0.12,0.25
28809,0.11,0.77
28810,0.10,0.18
28811,0.12,0.83
28812,0.04,0.15
28813,0.54,0.25
28814,0.31,0.23
28815,0.30,0.22
28816,0.12,0.43
28817,0.06,0.31
28818,0.14,0.31
28819,0.14,0.61
28820,0.15,0.10
28821,0.04,0.12
28822,0.10,0.13
28823,0.27,0.70
28824,0.39,0.77
28825,0.24,0.30
28826,0.24,0.35
28827,0.80,0.65
28828,0.16,0.13
28829,0.19,0.21
28830,0.07,0.52
28831,0.08,0.15
28832,0.25,0.35
28833,0.11,0.32
28834,0.54,0.68
28835,0.29,0.33
28836,0.11,0.56
28837,0.75,0.79
28838,0.40,0.65
28839,0.49,0.78
28840,0.10,0.51
28841,0.48,0.28
28842,0.36,0.24
28843,0.34,0.81
28844,0.08,0.30
28845,0.12,0.08
28846,0.82,0.80
28847,0.11,0.09
28848,0.26,0.42
28849,0.22,0.42
28850,0.17,0.31
28851,0.08,0.21
28852,0.51,0.70
28853,0.04,0.10
28854,0.14,0.86
28855,0.36,0.19
28856,0.08,0.50
28857,0.16,0.40
28858,0.44,0.74
28859,0.05,0.07
28860,0.22,0.42
28861,0.74,0.77
28862,0.22,0.54
28863,0.29,0.90
28864,0.44,0.51
28865,0.18,0.81
28866,0.30,0.31
28867,0.17,0.30
28868,0.07,0.06
28869,0.04,0.12
28870,0.06,0.12
28871,0.22,0.14
28872,0.10,0.73
28873,0.04,0.05
28874,0.12,0.61
28875,0.41,0.78
28876,0.25,0.52
28877,0.05,0.08
28878,0.11,0.12
28879,0.20,0.65
28880,0.64,0.65
28881,0.25,0.30
28882,0.54,0.78
28883,0.47,0.53
28884,0.40,0.26
28885,0.35,0.53
28886,0.07,0.18
28887,0.06,0.09
28888,0.09,0.19
28889,0.06,0.15
28890,0.05,0.61
28891,0.17,0.14
28892,0.17,0.19
28893,0.27,0.61
28894,0.09,0.08
28895,0.09,0.25
28896,0.20,0.27
28897,0.68,0.82
28898,0.04,0.26
28899,0.42,0.53
28900,0.27,0.37
28901,0.15,0.90
28902,0.20,0.22
28903,0.21,0.19
28904,0.13,0.70
28905,0.30,0.81
28906,0.11,0.79
28907,0.07,0.05
28908,0.60,0.82
28909,0.57,0.68
28910,0.30,0.58
28911,0.20,0.42
28912,0.33,0.91
28913,0.81,0.41
28914,0.26,0.87
28915,0.11,0.21
28916,0.20,0.54
28917,0.28,0.69
28918,0.84,0.92
28919,0.22,0.61
28920,0.27,0.44
28921,0.27,0.67
28922,0.36,0.43
28923,0.63,0.76
28924,0.12,0.80
28925,0.43,0.65
28926,0.21,0.22
28927,0.12,0.12
28928,0.53,0.68
28929,0.07,0.15
28930,0.08,0.14
28931,0.24,0.59
28932,0.64,0.36
28933,0.04,0.05
28934,0.62,0.60
28935,0.50,0.62
28936,0.13,0.18
28937,0.27,0.59
28938,0.04,0.23
28939,0.23,0.51
28940,0.70,0.48
28941,0.36,0.79
28942,0.16,0.08
28943,0.33,0.51
28944,0.10,0.24
28945,0.10,0.21
28946,0.44,0.34
28947,0.10,0.13
28948,0.25,0.67
28949,0.21,0.44
28950,0.14,0.96
28951,0.12,0.12
28952,0.10,0.46
28953,0.44,0.84
28954,0.15,0.36
28955,0.33,0.80
28956,0.44,0.55
28957,0.10,0.25
28958,0.18,0.19
28959,0.27,0.45
28960,0.21,0.64
28961,0.50,0.17
28962,0.22,0.25
28963,0.11,0.43
28964,0.12,0.55
28965,0.52,0.26
28966,0.11,0.12
28967,0.83,0.95
28968,0.30,0.76
28969,0.11,0.23
28970,0.09,0.09
28971,0.44,0.61
28972,0.21,0.88
28973,0.13,0.78
28974,0.08,0.03
28975,0.20,0.38
28976,0.17,0.74
28977,0.16,0.28
28978,0.10,0.34
28979,0.30,0.76
28980,0.13,0.17
28981,0.55,0.61
28982,0.13,0.23
28983,0.03,0.02
28984,0.53,0.63
28985,0.48,0.44
28986,0.27,0.48
28987,0.09,0.17
28988,0.59,0.54
28989,0.35,0.90
28990,0.28,0.30
28991,0.32,0.47
28992,0.08,0.15
28993,0.15,0.31
28994,0.24,0.35
28995,0.41,0.77
28996,0.27,0.61
28997,0.09,0.18
28998,0.66,0.86
28999,0.35,0.44
29000,0.85,0.93
29001,0.05,0.22
29002,0.13,0.27
29003,0.62,0.71
29004,0.64,0.78
29005,0.23,0.80
29006,0.15,0.06
29007,0.20,0.76
29008,0.42,0.48
29009,0.19,0.50
29010,0.30,0.31
29011,0.16,0.26
29012,0.28,0.39
29013,0.25,0.36
29014,0.33,0.50
29015,0.09,0.14
29016,0.25,0.65
29017,0.08,0.74
29018,0.07,0.09
29019,0.26,0.55
29020,0.46,0.57
29021,0.39,0.51
29022,0.37,0.43
29023,0.55,0.72
29024,0.25,0.52
29025,0.18,0.17
29026,0.62,0.50
29027,0.52,0.78
29028,0.17,0.36
29029,0.06,0.31
29030,0.10,0.26
29031,0.11,0.23
29032,0.72,0.87
29033,0.19,0.55
29034,0.41,0.49
29035,0.08,0.20
29036,0.05,0.34
29037,0.29,0.92
29038,0.09,0.35
29039,0.49,0.50
29040,0.06,0.06
29041,0.35,0.54
29042,0.19,0.15
29043,0.09,0.21
29044,0.74,0.82
29045,0.24,0.33
29046,0.12,0.22
29047,0.18,0.29
29048,0.82,0.80
29049,0.45,0.86
29050,0.22,0.66
29051,0.42,0.52
29052,0.08,0.14
29053,0.08,0.54
29054,0.22,0.12
29055,0.15,0.80
29056,0.24,0.73
29057,0.25,0.80
29058,0.08,0.06
29059,0.05,0.19
29060,0.29,0.54
29061,0.15,0.56
29062,0.29,0.36
29063,0.93,0.77
29064,0.88,0.94
29065,0.29,0.17
29066,0.25,0.65
29067,0.74,0.87
29068,0.04,0.11
29069,0.11,0.82
29070,0.10,0.72
29071,0.53,0.52
29072,0.18,0.64
29073,0.16,0.16
29074,0.72,0.88
29075,0.14,0.68
29076,0.87,0.70
29077,0.16,0.89
29078,0.11,0.44
29079,0.76,0.60
29080,0.10,0.24
29081,0.21,0.88
29082,0.08,0.11
29083,0.22,0.14
29084,0.56,0.77
29085,0.36,0.85
29086,0.68,0.77
29087,0.37,0.29
29088,0.04,0.41
29089,0.04,0.09
29090,0.19,0.71
29091,0.37,0.81
29092,0.38,0.43
29093,0.54,0.77
29094,0.05,0.06
29095,0.11,0.47
29096,0.53,0.71
29097,0.07,0.11
29098,0.54,0.76
29099,0.64,0.72
29100,0.67,0.72
29101,0.30,0.61
29102,0.23,0.82
29103,0.45,0.64
29104,0.33,0.62
29105,0.83,0.88
29106,0.47,0.60
29107,0.13,0.27
29108,0.39,0.78
29109,0.15,0.50
29110,0.15,0.25
29111,0.79,0.87
29112,0.38,0.69
29113,0.40,0.38
29114,0.09,0.27
29115,0.12,0.22
29116,0.18,0.33
29117,0.61,0.58
29118,0.37,0.74
29119,0.93,0.93
29120,0.11,0.22
29121,0.07,0.11
29122,0.31,0.94
29123,0.14,0.34
29124,0.05,0.08
29125,0.14,0.50
29126,0.35,0.35
29127,0.71,0.76
29128,0.20,0.65
29129,0.06,0.08
29130,0.55,0.64
29131,0.05,0.05
29132,0.57,0.62
29133,0.26,0.40
29134,0.17,0.34
29135,0.21,0.82
29136,0.15,0.23
29137,0.10,0.40
29138,0.14,0.04
29139,0.07,0.20
29140,0.14,0.16
29141,0.22,0.17
29142,0.71,0.64
29143,0.17,0.30
29144,0.75,0.88
29145,0.53,0.51
29146,0.15,0.17
29147,0.16,0.91
29148,0.52,0.91
29149,0.48,0.72
29150,0.08,0.37
29151,0.23,0.27
29152,0.48,0.69
29153,0.13,0.19
29154,0.15,0.27
29155,0.42,0.87
29156,0.05,0.15
29157,0.10,0.08
29158,0.20,0.81
29159,0.34,0.70
29160,0.04,0.07
29161,0.48,0.63
29162,0.11,0.19
29163,0.04,0.10
29164,0.13,0.19
29165,0.87,0.90
29166,0.07,0.54
29167,0.13,0.12
29168,0.16,0.48
29169,0.78,0.88
29170,0.14,0.48
29171,0.25,0.56
29172,0.15,0.46
29173,0.07,0.37
29174,0.30,0.20
29175,0.35,0.69
29176,0.66,0.46
29177,0.42,0.51
29178,0.31,0.28
29179,0.21,0.50
29180,0.09,0.63
29181,0.26,0.32
29182,0.03,0.03
29183,0.38,0.37
29184,0.03,0.08
29185,0.44,0.42
29186,0.23,0.47
29187,0.27,0.26
29188,0.13,0.37
29189,0.10,0.08
29190,0.44,0.60
29191,0.15,0.19
29192,0.13,0.17
29193,0.28,0.22
29194,0.03,0.09
29195,0.41,0.78
29196,0.16,0.23
29197,0.14,0.19
29198,0.25,0.27
29199,0.26,0.48
29200,0.42,0.44
29201,0.13,0.18
29202,0.40,0.51
29203,0.28,0.67
29204,0.12,0.73
29205,0.08,0.81
29206,0.20,0.70
29207,0.24,0.46
29208,0.43,0.95
29209,0.05,0.10
29210,0.05,0.06
29211,0.35,0.54
29212,0.05,0.07
29213,0.05,0.11
29214,0.23,0.77
29215,0.19,0.24
29216,0.61,0.76
29217,0.26,0.26
29218,0.75,0.82
29219,0.04,0.07
29220,0.16,0.63
29221,0.47,0.81
29222,0.04,0.06
29223,0.13,0.10
29224,0.62,0.42
29225,0.10,0.86
29226,0.61,0.31
29227,0.19,0.44
29228,0.77,0.76
29229,0.07,0.23
29230,0.46,0.40
29231,0.09,0.24
29232,0.20,0.38
29233,0.26,0.31
29234,0.03,0.14
29235,0.34,0.43
29236,0.67,0.74
29237,0.17,0.41
29238,0.64,0.87
29239,0.19,0.14
29240,0.20,0.51
29241,0.04,0.17
29242,0.26,0.78
29243,0.26,0.48
29244,0.72,0.79
